,,,,,,,,,MWh,$,$,,,MWh,MWh,MW
Delivery ID,Trading Date,Delivery Date,Delivery Hour,Delivery Interval,Load Forecast MWh,Operational Load,Max Temperature,Supply Limit,Bilateral Contract Positions,STEM Price,Balancing Price,Variance,Balancing Trade Estimate,Bilateral Trades,STEM Trades,RDQ
42066122,3/3/2015,3/3/2015,12,2,1254.918,1261.916,30.6,2897.816,1092.196,35.53,42.97,7.44,-9.865,1092.196,178.8,2522.262
42066131,3/3/2015,3/3/2015,13,1,1273.549,1275.304,30.6,2897.816,1109.963,36.08,45.76,9.68,-24.175,1109.963,180.139,2531.854
42066132,3/3/2015,3/3/2015,13,2,1289.91,1286.718,30.6,2897.816,1124.921,36.52,45.97,9.45,-0.7495,1124.921,166.938,2582.219
42066141,3/3/2015,3/3/2015,14,1,1307.344,1296.78,30.6,2897.816,1138.791,36.52,45.97,9.45,0.865,1138.791,152.476,2584.264
42066142,3/3/2015,3/3/2015,14,2,1322.183,1304.805,30.6,2897.816,1154.614,36.52,46.35,9.83,30.853,1154.614,123.015,2616.964
42066151,3/3/2015,3/3/2015,15,1,1336.752,1324.486,30.6,2897.816,1178.155,38.07,35.84,-2.23,53.019,1178.155,94.504,2651.356
42066152,3/3/2015,3/3/2015,15,2,1356.563,1344.764,30.6,2897.816,1214.855,39.67,34.94,-4.73,87.7605,1214.855,54.939,2715.109
42066161,3/3/2015,3/3/2015,16,1,1370.291,1360.884,30.6,2894.316,1239.552,43.86,35.43,-8.43,106.6855,1239.552,21.739,2735.953
42066162,3/3/2015,3/3/2015,16,2,1375.289,1377.259,30.6,2894.316,1241.723,45.13,35.43,-9.7,122.3425,1241.723,20.047,2768.225
42066171,3/3/2015,3/3/2015,17,1,1368.046,1379.772,30.6,2894.316,1238.912,45.13,35.02,-10.11,119.703,1238.912,19.508,2756.246
42066172,3/3/2015,3/3/2015,17,2,1347.427,1373.445,30.6,2894.316,1240.289,43.79,35.02,-8.77,98.277,1240.289,20.489,2718.11
42066181,3/3/2015,3/3/2015,18,1,1317.758,1355.201,30.6,2894.316,1226.26,39.49,54.27,14.78,92.9395,1226.26,32.159,2702.717
42066182,3/3/2015,3/3/2015,18,2,1303.904,1357.785,30.6,2894.316,1222.559,38.07,49.21,11.14,54.172,1222.559,78.427,2710.316
42066191,3/3/2015,3/3/2015,19,1,1307.964,1372.096,30.6,2894.316,1225.371,38.07,49.21,11.14,67.422,1225.371,78.427,2742.44
42066192,3/3/2015,3/3/2015,19,2,1293.622,1359.693,30.6,2894.316,1200.345,38.07,46.35,8.28,63.9095,1200.345,78.427,2685.363
42066201,3/3/2015,3/3/2015,20,1,1261.053,1319.39,30.6,2894.316,1120.466,36.52,34.94,-1.58,73.076,1120.466,106.938,2600.96
42066202,3/3/2015,3/3/2015,20,2,1218.428,1275.472,30.6,2894.316,1078.047,35.8,39.8,4,151.3905,1078.047,20.95,2500.775
42066211,3/3/2015,3/3/2015,21,1,1168.696,1222.475,30.6,2894.316,1025.986,36.08,35.02,-1.06,149.822,1025.986,21.39,2394.396
42066212,3/3/2015,3/3/2015,21,2,1115.25,1165.698,30.6,2894.316,980.164,36.39,33.42,-2.97,139.238,980.164,21.509,2281.822
42066221,3/3/2015,3/3/2015,22,1,1061.883,1109.549,30.6,2897.816,903.113,34,33.36,-0.64,155.941,903.113,26.509,2171.126
42066222,3/3/2015,3/3/2015,22,2,1011.503,1067.064,30.6,2901.316,855.491,34,33.65,-0.35,160.093,855.491,26.569,2084.306
42066231,3/3/2015,3/3/2015,23,1,968.548,1021.458,30.6,2908.316,816.204,32.84,34.05,1.21,161.5985,816.204,20.509,1996.623
42066232,3/3/2015,3/3/2015,23,2,937.638,984.418,30.6,2915.316,795.063,28.39,33.95,5.56,128.9985,795.063,35.979,1920.081
4206701,3/3/2015,3/4/2015,0,1,915.799,955.737,30.6,2918.816,772.681,28.39,33.9,5.51,111.1085,772.681,56.593,1880.765
4206702,3/3/2015,3/4/2015,0,2,900.907,928.922,30.6,2922.316,763.295,28.39,33.02,4.63,87.948,763.295,65.159,1832.804
4206711,3/3/2015,3/4/2015,1,1,889.643,912.234,30.6,2925.816,758.284,28.39,30.71,2.32,74.03,758.284,69.34,1803.308
4206712,3/3/2015,3/4/2015,1,2,881.267,908.952,30.6,2929.316,756.729,28.39,30.71,2.32,74.889,756.729,71.763,1806.762
4206721,3/3/2015,3/4/2015,2,1,873.699,902.505,30.6,2929.316,759.456,28.39,21.65,-6.74,69.2095,759.456,69.016,1795.363
4206722,3/3/2015,3/4/2015,2,2,868.736,895.085,30.6,2929.316,750.079,28.39,30.23,1.84,62.4995,750.079,79.463,1784.083
4206731,3/3/2015,3/4/2015,3,1,865.178,885.517,30.6,2929.316,752.835,28.39,21.65,-6.74,48.5845,752.835,77.677,1758.193
4206732,3/3/2015,3/4/2015,3,2,863.445,868.107,30.6,2929.316,750.685,28.39,21.65,-6.74,32.2875,750.685,80.497,1726.939
4206741,3/3/2015,3/4/2015,4,1,867.577,867.874,30.6,2929.316,758.194,28.39,21.65,-6.74,37.271,758.194,74.558,1740.046
4206742,3/3/2015,3/4/2015,4,2,878.984,878.355,30.6,2929.316,765.491,28.39,30.71,2.32,58.488,765.491,69.731,1787.42
4206751,3/3/2015,3/4/2015,5,1,903.543,910.317,30.6,2925.816,793.865,28.35,30.71,2.36,79.8005,793.865,44.297,1835.925
4206752,3/3/2015,3/4/2015,5,2,943.764,950.999,30.6,2922.316,828.95,32.65,34.38,1.73,119.7125,828.95,22.058,1941.441
4206761,3/3/2015,3/4/2015,6,1,994.359,1004.143,30.6,2911.816,901.761,34,33.95,-0.05,95.811,901.761,28.089,2051.322
4206762,3/3/2015,3/4/2015,6,2,1049.717,1048.676,30.6,2904.816,944.982,35.73,33.41,-2.32,-4.657,944.982,124.229,2129.108
4206771,3/3/2015,3/4/2015,7,1,1102.471,1103.501,30.6,2897.816,975.473,36.52,32.95,-3.57,12.1305,975.473,128.85,2232.907
4206772,3/3/2015,3/4/2015,7,2,1142.4,1123.471,30.6,2894.316,1002.856,35.78,26.93,-8.85,-28.6035,1002.856,140.579,2229.663
4206781,3/4/2015,3/4/2015,8,1,1169.446,1135.272,32.7,2894.316,1033.399,41.04,37.76,-3.28,70.4665,1033.399,24.206,2256.143
4206782,3/4/2015,3/4/2015,8,2,1179.609,1138.387,32.7,2894.316,1036.594,41.01,38.4,-2.61,77.8815,1036.594,24.359,2277.669
4206791,3/4/2015,3/4/2015,9,1,1192.715,1145.355,32.7,2894.316,1042.468,41.01,39.25,-1.76,82.779,1042.468,24.533,2299.56
4206792,3/4/2015,3/4/2015,9,2,1202.932,1147.489,32.7,2894.316,1047.613,41.01,39.84,-1.17,77.795,1047.613,24.215,2299.246
42067101,3/4/2015,3/4/2015,10,1,1215.579,1154.921,32.7,2894.316,1053.411,41.01,39.74,-1.27,80.215,1053.411,24.581,2316.414
42067102,3/4/2015,3/4/2015,10,2,1230.204,1168.274,32.7,2894.316,1068.803,41.01,39.09,-1.92,71.184,1068.803,24.665,2329.304
42067111,3/4/2015,3/4/2015,11,1,1250.407,1180.164,32.7,2894.316,1078.075,41.2,38.48,-2.72,83.9955,1078.075,23.982,2372.105
42067112,3/4/2015,3/4/2015,11,2,1274.723,1200.846,32.7,2897.816,1102.597,39.89,36.4,-3.49,30.9465,1102.597,70.138,2407.363
42067121,3/4/2015,3/4/2015,12,1,1294.604,1222.905,32.7,2897.816,1108.572,37.61,39.96,2.35,-11.411,1108.572,135.757,2465.836
42067122,3/4/2015,3/4/2015,12,2,1312.505,1254.505,32.7,2897.816,1135.256,35.53,41.02,5.49,-8.8375,1135.256,135.411,2523.659
42067131,3/4/2015,3/4/2015,13,1,1338.485,1285.67,32.7,2897.816,1154.767,35.48,41.01,5.53,9.394,1154.767,132.495,2593.312
42067132,3/4/2015,3/4/2015,13,2,1363.078,1311.248,32.7,2897.816,1175.673,37.35,38.13,0.78,11.7575,1175.673,131.55,2637.961
42067141,3/4/2015,3/4/2015,14,1,1386.53,1336.716,32.7,2897.816,1191.87,37.71,35.06,-2.65,54.0525,1191.87,92.917,2677.679
42067142,3/4/2015,3/4/2015,14,2,1404.387,1350.515,32.7,2897.816,1216.956,39.68,38.87,-0.81,70.622,1216.956,69.53,2714.216
42067151,3/4/2015,3/4/2015,15,1,1420.402,1376.235,32.7,2897.816,1238.839,39.76,38.87,-0.89,82.8645,1238.839,66.185,2775.777
42067152,3/4/2015,3/4/2015,15,2,1440.795,1410.111,32.7,2897.816,1264.526,41.01,38.02,-2.99,125.605,1264.526,23.629,2827.52
42067161,3/4/2015,3/4/2015,16,1,1453.427,1435.412,32.7,2894.316,1294.317,43.9,45.89,1.99,128.806,1294.317,23.005,2892.256
42067162,3/4/2015,3/4/2015,16,2,1454.653,1454.108,32.7,2894.316,1300.454,45.13,43.89,-1.24,126.287,1300.454,20.487,2894.456
42067171,3/4/2015,3/4/2015,17,1,1440.388,1449.147,32.7,2894.316,1302.811,45.13,46.48,1.35,121.9835,1302.811,19.949,2889.487
42067172,3/4/2015,3/4/2015,17,2,1410.247,1444.766,32.7,2894.316,1301.101,45.13,49.27,4.14,118.1235,1301.101,19.411,2877.271
42067181,3/4/2015,3/4/2015,18,1,1374.349,1424.352,32.7,2894.316,1297.861,45.13,49.23,4.1,99.881,1297.861,19.411,2834.306
42067182,3/4/2015,3/4/2015,18,2,1358.437,1419.545,32.7,2894.316,1298.913,48.45,58.41,9.96,100.7275,1298.913,16.82,2832.921
42067191,3/4/2015,3/4/2015,19,1,1361.859,1433.61,32.7,2894.316,1303.653,48.46,58.43,9.97,115.3445,1303.653,13.91,2865.815
42067192,3/4/2015,3/4/2015,19,2,1346.119,1417.846,32.7,2894.316,1281.953,43.94,52.95,9.01,87.4415,1281.953,21.78,2782.349
42067201,3/4/2015,3/4/2015,20,1,1312.225,1371.92,32.7,2894.316,1218.102,39.04,38.4,-0.64,110.1735,1218.102,21.68,2699.911
42067202,3/4/2015,3/4/2015,20,2,1267.49,1325.315,32.7,2894.316,1166.254,35.64,35.43,-0.21,116.4925,1166.254,21.457,2608.407
42067211,3/4/2015,3/4/2015,21,1,1216.743,1272.627,32.7,2894.316,1104.53,35.88,35.02,-0.86,116.5695,1104.53,21.711,2485.621
42067212,3/4/2015,3/4/2015,21,2,1160.452,1204.805,32.7,2894.316,1044.917,36.25,33.41,-2.84,103.792,1044.917,21.362,2340.142
42067221,3/4/2015,3/4/2015,22,1,1104.812,1140.679,32.7,2897.816,960.96,34,33.41,-0.59,123.126,960.96,26.655,2221.482
42067222,3/4/2015,3/4/2015,22,2,1052.509,1081.654,32.7,2901.316,896.355,32.84,33.4,0.56,143.9935,896.355,20.597,2121.891
42067231,3/4/2015,3/4/2015,23,1,1007.788,1032.378,32.7,2908.316,852.255,32.65,33.7,1.05,136.8575,852.255,20.346,2018.917
42067232,3/4/2015,3/4/2015,23,2,976.985,991.304,32.7,2915.316,825.404,32.65,33.92,1.27,130.4425,825.404,20.884,1953.461
4206801,3/4/2015,3/5/2015,0,1,956.908,963.884,32.7,2918.816,801.81,32.65,33.02,0.37,129.777,801.81,21.422,1906.018
4206802,3/4/2015,3/5/2015,0,2,942.912,940.979,32.7,2922.316,789.875,31,30.71,-0.29,115.3205,789.875,25.328,1861.047
4206811,3/4/2015,3/5/2015,1,1,931.567,922.49,32.7,2925.816,781.559,30,30.23,0.23,110.2225,781.559,25.422,1834.407
4206812,3/4/2015,3/5/2015,1,2,922.479,906.222,32.7,2929.316,779.955,30,28.03,-1.97,95.146,779.955,25.218,1800.638
4206821,3/4/2015,3/5/2015,2,1,912.595,891.88,32.7,2929.316,775.089,28.39,28.12,-0.27,86.925,775.089,27.314,1778.656
4206822,3/4/2015,3/5/2015,2,2,905.932,881.187,32.7,2929.316,765.827,28.39,28.19,-0.2,76.3025,765.827,38.146,1760.551
4206831,3/4/2015,3/5/2015,3,1,901.733,876.306,32.7,2929.316,768.478,28.39,26.65,-1.74,71.3375,768.478,36.965,1753.561
4206832,3/4/2015,3/5/2015,3,2,898.896,874.55,32.7,2929.316,764.657,28.39,28.27,-0.12,74.4625,764.657,41.955,1762.149
4206841,3/4/2015,3/5/2015,4,1,901.675,880.849,32.7,2929.316,771.449,28.39,28.22,-0.17,78.942,771.449,37.233,1775.248
4206842,3/4/2015,3/5/2015,4,2,912.179,889.089,32.7,2929.316,783.503,28.39,28.11,-0.28,83.551,783.503,28.139,1790.386
4206851,3/4/2015,3/5/2015,5,1,936.281,918.364,32.7,2925.816,809.477,32.65,30.71,-1.94,99.624,809.477,22.499,1863.2
4206852,3/4/2015,3/5/2015,5,2,977.792,952.926,32.7,2922.316,842.104,32.65,33.02,0.37,104.087,842.104,22.499,1937.38
4206861,3/4/2015,3/5/2015,6,1,1031.03,1003.346,32.7,2911.816,912.812,34,33.02,-0.98,84.698,912.812,27.426,2049.872
4206862,3/4/2015,3/5/2015,6,2,1090.977,1045.453,32.7,2904.816,955.993,34,33.25,-0.75,77.11,955.993,27.969,2122.144
4206871,3/4/2015,3/5/2015,7,1,1148.761,1103.086,32.7,2897.816,1000.259,35.53,33.17,-2.36,73.9745,1000.259,28.238,2204.943
4206872,3/4/2015,3/5/2015,7,2,1195.505,1127.487,32.7,2894.316,1018.01,35.53,33.29,-2.24,76.757,1018.01,29.647,2248.828
4208981,3/26/2015,3/26/2015,8,1,1149.931,1107.795,30.4,2795.328,1034.645,42.3,42.48,0.18,38.2245,1034.645,27.622,2200.983
4208982,3/26/2015,3/26/2015,8,2,1156.038,1094.201,30.4,2795.328,1039.807,42.29,34.62,-7.67,7.554,1039.807,32.992,2160.706
4208991,3/26/2015,3/26/2015,9,1,1166.893,1081.805,30.4,2795.328,1040.952,42.26,34.35,-7.91,-9.169,1040.952,38.822,2141.21
4208992,3/26/2015,3/26/2015,9,2,1174.178,1073.754,30.4,2795.328,1044.179,42.25,34.16,-8.09,-15.3675,1044.179,41.702,2141.027
42089101,3/26/2015,3/26/2015,10,1,1182.828,1078.273,30.4,2795.328,1044.6,42.19,34.02,-8.17,-15.9085,1044.6,50.482,2158.347
42089102,3/26/2015,3/26/2015,10,2,1195.609,1085.481,30.4,2795.328,1050.082,42.15,33.92,-8.23,-22.6,1050.082,52.222,2159.408
