,,,,,,,,,MWh,$,$,,,MWh,MWh,MW
Delivery ID,Trading Date,Delivery Date,Delivery Hour,Delivery Interval,Load Forecast MWh,Operational Load,Max Temperature,Supply Limit,Bilateral Contract Positions,STEM Price,Balancing Price,Variance,Balancing Trade Estimate,Bilateral Trades,STEM Trades,RDQ
4228991,10/12/2015,10/12/2015,9,1,1162.65,1142.608,33.4,2399.028,1167.25,66.68,48.88,-17.8,-123.112,1167.25,94.381,2277.038
4228992,10/12/2015,10/12/2015,9,2,1171.931,1142.173,33.4,2399.028,1184.094,66.46,64.94,-1.52,-141.0275,1184.094,94.381,2274.895
42289101,10/12/2015,10/12/2015,10,1,1185.235,1149.06,33.4,2399.028,1195.937,75.32,39.57,-35.75,-140.7285,1195.937,94.381,2299.179
42289102,10/12/2015,10/12/2015,10,2,1200.197,1164.088,33.4,2399.028,1193.602,75.32,43.85,-31.47,-122.711,1193.602,94.381,2330.544
42289111,10/12/2015,10/12/2015,11,1,1217.861,1188.493,33.4,2399.028,1187.844,78.86,59.42,-19.44,-94.934,1187.844,93.87,2373.56
42289112,10/12/2015,10/12/2015,11,2,1238.41,1204.323,33.4,2402.528,1172.63,68.48,59.92,-8.56,-65.931,1172.63,93.87,2401.138
42289121,10/12/2015,10/12/2015,12,1,1254.302,1212.155,33.4,2402.528,1162.713,66.45,50.52,-15.93,-55.573,1162.713,93.277,2400.834
42289122,10/12/2015,10/12/2015,12,2,1267.867,1225.708,33.4,2402.528,1156.307,66.45,59.42,-7.03,-27.357,1156.307,93.277,2444.454
42289131,10/12/2015,10/12/2015,13,1,1286.001,1246.94,33.4,2402.528,1160.169,66.45,68.25,1.8,-8.7725,1160.169,93.277,2489.347
42289132,10/12/2015,10/12/2015,13,2,1303.604,1265.252,33.4,2402.528,1163.55,66.45,68.25,1.8,7.0585,1163.55,93.277,2527.771
42289141,10/12/2015,10/12/2015,14,1,1320.93,1282.454,33.4,2402.528,1172.396,66.4,68.25,1.85,33.6765,1172.396,70.9,2553.945
42289142,10/12/2015,10/12/2015,14,2,1334.023,1294.441,33.4,2402.528,1180.35,68.35,83,14.65,10.9025,1180.35,93.87,2570.245
42289151,10/12/2015,10/12/2015,15,1,1345.052,1309.308,33.4,2402.528,1193.588,68.46,83,14.54,22.492,1193.588,94.381,2620.922
42289152,10/12/2015,10/12/2015,15,2,1361.616,1322.501,33.4,2402.528,1206.344,70.1,109.02,38.92,18.95,1206.344,94.372,2639.332
42289161,10/12/2015,10/12/2015,16,1,1375.284,1328.566,33.4,2399.028,1223.215,69.64,83,13.36,6.3255,1223.215,94.372,2647.825
42289162,10/12/2015,10/12/2015,16,2,1378.794,1331.333,33.4,2399.028,1235.047,73.72,82.5,8.78,28.1705,1235.047,53.062,2632.559
42289171,10/12/2015,10/12/2015,17,1,1374.843,1320.709,33.4,2399.028,1257.134,85.4,70.7,-14.7,-1.906,1257.134,48.844,2608.144
42289172,10/12/2015,10/12/2015,17,2,1366.206,1310.082,33.4,2399.028,1275.766,85.4,68,-17.4,-30.524,1275.766,48.844,2588.172
42289181,10/12/2015,10/12/2015,18,1,1360.58,1302.144,33.4,2399.028,1292.475,85.4,69.32,-16.08,-32.628,1292.475,50.377,2620.448
42289182,10/12/2015,10/12/2015,18,2,1373.756,1325.56,33.4,2399.028,1294.424,88.2,70.03,-18.17,-27.062,1294.424,59.668,2654.06
42289191,10/12/2015,10/12/2015,19,1,1370.081,1315.567,33.4,2399.028,1278.294,85.4,56.55,-28.85,-54.9585,1278.294,56.377,2559.425
42289192,10/12/2015,10/12/2015,19,2,1325.115,1276.428,33.4,2399.028,1250.937,85.4,39.61,-45.79,-60.3835,1250.937,56.377,2493.861
42289201,10/12/2015,10/12/2015,20,1,1281.491,1226.085,33.4,2399.028,1192.882,71.31,46.8,-24.51,-102.2555,1192.882,108.012,2397.277
42289202,10/12/2015,10/12/2015,20,2,1233.702,1180.997,33.4,2399.028,1155.528,71.05,46.21,-24.84,-112.754,1155.528,110.512,2306.572
42289211,10/12/2015,10/12/2015,21,1,1181.636,1129.546,33.4,2399.028,1105.062,63.47,31.35,-32.12,-103.2285,1105.062,96.142,2195.951
42289212,10/12/2015,10/12/2015,21,2,1123.154,1074.357,33.4,2399.028,1050.815,56.13,31.51,-24.62,-88.1505,1050.815,82.527,2090.383
42289221,10/12/2015,10/12/2015,22,1,1064.63,1025.534,33.4,2402.528,966.798,42.81,38.87,-3.94,-62.0925,966.798,97.206,2003.823
42289222,10/12/2015,10/12/2015,22,2,1010.127,980.805,33.4,2406.028,918.89,35.43,39.03,3.6,-14.6505,918.89,52.122,1912.723
42289231,10/12/2015,10/12/2015,23,1,961.412,942.837,33.4,2413.028,873.655,31.82,38.65,6.83,14.9295,873.655,25.679,1828.527
42289232,10/12/2015,10/12/2015,23,2,922.546,907.401,33.4,2420.028,834.836,34.36,38.69,4.33,21.029,834.836,36.205,1784.14
4229001,10/12/2015,10/13/2015,0,1,892.969,887.497,33.4,2423.528,813.526,34.36,39.37,5.01,24.2625,813.526,35.492,1746.561
4229002,10/12/2015,10/13/2015,0,2,870.045,875.415,33.4,2427.028,795.781,34.36,38.81,4.45,39.88,795.781,34.738,1740.798
4229011,10/12/2015,10/13/2015,1,1,853.97,865.433,33.4,2430.528,778.044,34.36,38.96,4.6,41.4835,778.044,34.598,1708.251
4229012,10/12/2015,10/13/2015,1,2,843.938,858.313,33.4,2434.028,763.672,34.36,39.23,4.87,58.934,763.672,34.728,1714.668
4229021,10/12/2015,10/13/2015,2,1,836.328,850.94,33.4,2434.028,751.056,34.36,39.42,5.06,54.817,751.056,33.975,1679.696
4229022,10/12/2015,10/13/2015,2,2,830.81,840.261,33.4,2434.028,755.536,34.36,39.52,5.16,47.5015,755.536,33.582,1673.239
4229031,10/12/2015,10/13/2015,3,1,827.273,841.847,33.4,2434.028,755.057,34.36,39.44,5.08,37.9995,755.057,34.312,1654.737
4229032,10/12/2015,10/13/2015,3,2,826.352,835.099,33.4,2434.028,758.565,34.36,39.33,4.97,47.8135,758.565,34.822,1682.401
4229041,10/12/2015,10/13/2015,4,1,829.951,841.782,33.4,2434.028,766.198,34.36,39.15,4.79,32.9205,766.198,34.842,1667.921
4229042,10/12/2015,10/13/2015,4,2,841.866,843.503,33.4,2434.028,777.311,34.36,39.46,5.1,21.2045,777.311,34.379,1665.789
4229051,10/12/2015,10/13/2015,5,1,863.411,856.045,33.4,2430.528,795.123,34.36,39.3,4.94,35.5615,795.123,34.842,1731.053
4229052,10/12/2015,10/13/2015,5,2,893.973,878.427,33.4,2427.028,827.559,34.36,39.08,4.72,21.112,827.559,34.747,1766.836
4229061,10/12/2015,10/13/2015,6,1,948.317,936.17,33.4,2416.528,913.714,35,41.58,6.58,1.587,913.714,48.002,1926.606
4229062,10/12/2015,10/13/2015,6,2,1014.498,996.877,33.4,2409.528,964.914,35.63,41.97,6.34,-5.972,964.914,53.218,2024.32
4229071,10/12/2015,10/13/2015,7,1,1072.684,1051.184,33.4,2402.528,1024.457,42.72,46.21,3.49,-15.5605,1024.457,57.628,2133.049
4229072,10/12/2015,10/13/2015,7,2,1115.914,1059.745,33.4,2399.028,1056.899,48.22,41.58,-6.64,-59.9775,1056.899,57.629,2109.101
4229081,10/13/2015,10/13/2015,8,1,1136.483,1057.918,31.8,2399.028,1097.019,54.73,31.08,-23.65,-118.683,1097.019,61.837,2080.346
4229082,10/13/2015,10/13/2015,8,2,1143.919,1043.745,31.8,2399.028,1097.995,54.73,31.09,-23.64,-119.2865,1097.995,61.837,2081.091
4229091,10/13/2015,10/13/2015,9,1,1153.995,1042.779,31.8,2399.028,1089.149,54.73,31.1,-23.63,-121.498,1089.149,62.903,2061.108
4229092,10/13/2015,10/13/2015,9,2,1159.945,1042.4,31.8,2399.028,1083.386,48.39,31.12,-17.27,-98.104,1083.386,56.541,2083.646
42290101,10/13/2015,10/13/2015,10,1,1167.424,1044.901,31.8,2399.028,1083.057,48.86,31.12,-17.74,-93.5825,1083.057,56.541,2092.031
42290102,10/13/2015,10/13/2015,10,2,1175.977,1052.905,31.8,2399.028,1085.656,42.86,31.12,-11.74,-93.8895,1085.656,56.541,2096.615
42290111,10/13/2015,10/13/2015,11,1,1186.381,1061.959,31.8,2399.028,1088.959,42.87,31.1,-11.77,-86.9975,1088.959,55.52,2114.963
42290112,10/13/2015,10/13/2015,11,2,1196.38,1066.748,31.8,2402.528,1092.11,42.84,31.11,-11.73,-91.3215,1092.11,55.52,2112.617
42290121,10/13/2015,10/13/2015,12,1,1200.957,1052.267,31.8,2402.528,1097.107,48.73,31.12,-17.61,-111.289,1097.107,55.52,2082.676
42290122,10/13/2015,10/13/2015,12,2,1204.001,1045.474,31.8,2402.528,1103.915,48.2,31.11,-17.09,-114.484,1103.915,55.521,2089.904
42290131,10/13/2015,10/13/2015,13,1,1208.797,1054.589,31.8,2402.528,1116.351,54.73,31.09,-23.64,-122.029,1116.351,60.905,2110.454
42290132,10/13/2015,10/13/2015,13,2,1212.846,1076.912,31.8,2402.528,1123.571,54.73,31.09,-23.64,-113.7275,1123.571,60.905,2141.497
42290141,10/13/2015,10/13/2015,14,1,1217.406,1091.43,31.8,2402.528,1131.637,60,31.09,-28.91,-111.275,1131.637,70.835,2182.394
42290142,10/13/2015,10/13/2015,14,2,1218.174,1102.466,31.8,2402.528,1135.042,60,31.09,-28.91,-103.546,1135.042,70.835,2204.662
42290151,10/13/2015,10/13/2015,15,1,1219.449,1126.754,31.8,2402.528,1138.477,55.48,31.08,-24.4,-82.3355,1138.477,71.856,2255.995
42290152,10/13/2015,10/13/2015,15,2,1226.937,1152.468,31.8,2402.528,1143.043,61.18,31.08,-30.1,-53.0965,1143.043,71.856,2323.605
42290161,10/13/2015,10/13/2015,16,1,1232.019,1188.441,31.8,2399.028,1145.7,66.69,35.2,-31.49,-50.9395,1145.7,95.847,2381.215
42290162,10/13/2015,10/13/2015,16,2,1232.084,1207.214,31.8,2399.028,1147.736,66.45,35.92,-30.53,-17.203,1147.736,74.047,2409.16
42290171,10/13/2015,10/13/2015,17,1,1230.745,1210.023,31.8,2399.028,1153.214,82.64,43.81,-38.83,-3.492,1153.214,54.836,2409.116
42290172,10/13/2015,10/13/2015,17,2,1228.442,1208.995,31.8,2399.028,1170.323,71.42,40.41,-31.01,-14.555,1170.323,43.897,2399.33
42290181,10/13/2015,10/13/2015,18,1,1230.033,1216.354,31.8,2399.028,1186.452,95.89,94.12,-1.77,23.87,1186.452,21.488,2463.62
42290182,10/13/2015,10/13/2015,18,2,1249.746,1251.224,31.8,2399.028,1200.615,94.42,102.2,7.78,18.4045,1200.615,23.388,2484.815
42290191,10/13/2015,10/13/2015,19,1,1252.081,1229.438,31.8,2399.028,1204.811,99.59,85.56,-14.03,-45.708,1204.811,41.38,2400.966
42290192,10/13/2015,10/13/2015,19,2,1214.341,1191.81,31.8,2399.028,1193.146,99.59,37.04,-62.55,-70.2635,1193.146,41.38,2328.525
42290201,10/13/2015,10/13/2015,20,1,1175.36,1150.369,31.8,2399.028,1154.361,92.75,40.5,-52.25,-85.6675,1154.361,59.488,2256.363
42290202,10/13/2015,10/13/2015,20,2,1132.414,1116.694,31.8,2399.028,1116.954,57.77,31.31,-26.46,-105.7945,1116.954,81.377,2185.073
42290211,10/13/2015,10/13/2015,21,1,1086.876,1069.991,31.8,2399.028,1073.704,57.8,31.51,-26.29,-116.654,1073.704,90.677,2095.454
42290212,10/13/2015,10/13/2015,21,2,1036.908,1030.166,31.8,2399.028,1021.869,53.96,31.19,-22.77,-100.733,1021.869,78.462,1999.196
42290221,10/13/2015,10/13/2015,22,1,985.843,985.616,31.8,2402.528,938.013,38.9,31,-7.9,-50.086,938.013,72.631,1921.116
42290222,10/13/2015,10/13/2015,22,2,936.892,944.599,31.8,2406.028,890.908,35.82,30.46,-5.36,-21.811,890.908,53.076,1844.346
42290231,10/13/2015,10/13/2015,23,1,894.319,911.598,31.8,2413.028,849.77,34.36,29.58,-4.78,10.1275,849.77,31.373,1782.541
42290232,10/13/2015,10/13/2015,23,2,861.774,880.399,31.8,2420.028,823.79,34.36,37.36,3,4.3615,823.79,31.257,1718.817
4229101,10/13/2015,10/14/2015,0,1,841.087,860.808,31.8,2423.528,805.895,33,37.41,4.41,15.763,805.895,29.848,1703.012
4229102,10/13/2015,10/14/2015,0,2,829.726,841.647,31.8,2427.028,792.876,33,37.91,4.91,12.853,792.876,29.245,1669.948
4229111,10/13/2015,10/14/2015,1,1,822.462,840.686,31.8,2430.528,777.457,35,38.35,3.35,20.239,777.457,34.204,1663.8
4229112,10/13/2015,10/14/2015,1,2,817.045,836.117,31.8,2434.028,770.1,35,38.85,3.85,26.1655,770.1,34.246,1661.023
4229121,10/13/2015,10/14/2015,2,1,810.416,834.067,31.8,2434.028,761.979,35,38.87,3.87,21.0665,761.979,38.61,1643.311
4229122,10/13/2015,10/14/2015,2,2,807.726,832.474,31.8,2434.028,769.479,35,39.19,4.19,19.2695,769.479,38.151,1653.799
4229131,10/13/2015,10/14/2015,3,1,806.516,834.725,31.8,2434.028,782.668,33,38.58,5.58,14.816,782.668,28.735,1652.438
4229132,10/13/2015,10/14/2015,3,2,807.437,831.983,31.8,2434.028,788.701,33,38.85,5.85,10.314,788.701,29.153,1656.336
4229141,10/13/2015,10/14/2015,4,1,812.943,842.154,31.8,2434.028,790.668,35,39.08,4.08,14.823,790.668,34.32,1679.622
4229142,10/13/2015,10/14/2015,4,2,827.065,853.329,31.8,2434.028,798.768,34.36,39.42,5.06,27.397,798.768,33.664,1719.658
4229151,10/13/2015,10/14/2015,5,1,852.588,882.779,31.8,2430.528,809.814,35,39.41,4.41,38.4185,809.814,39.726,1775.917
4229152,10/13/2015,10/14/2015,5,2,887.443,909.573,31.8,2427.028,841.242,35,39.3,4.3,40.0935,841.242,39.989,1842.649
4229161,10/13/2015,10/14/2015,6,1,944.292,971.908,31.8,2416.528,936.512,35,41.82,6.82,17.9395,936.512,38.053,1985.009
4229162,10/13/2015,10/14/2015,6,2,1013.268,1024.778,31.8,2409.528,989.528,35.5,67.19,31.69,-5.446,989.528,53.076,2074.316
4229171,10/13/2015,10/14/2015,7,1,1072.226,1086.169,31.8,2402.528,1032.615,44.5,68.77,24.27,3.503,1032.615,57.563,2187.362
4229172,10/13/2015,10/14/2015,7,2,1108.952,1115.817,31.8,2399.028,1059.408,44.5,79.95,35.45,-3.786,1059.408,57.562,2226.368
4229181,10/14/2015,10/14/2015,8,1,1095.703,1128.606,22.1,2399.028,1064.062,36.61,74.5,37.89,-35.688,1064.062,88.189,2233.126
4229182,10/14/2015,10/14/2015,8,2,1088.058,1135.678,22.1,2399.028,1064.35,36.55,81.83,45.28,-15.2575,1064.35,88.189,2274.563
4229191,10/14/2015,10/14/2015,9,1,1081.071,1135.114,22.1,2399.028,1065.592,36.17,81.08,44.91,-31.479,1065.592,86.197,2240.62
4229192,10/14/2015,10/14/2015,9,2,1070.76,1115.286,22.1,2399.028,1065.235,36.17,46.72,10.55,-56.2595,1065.235,86.197,2190.345
42291101,10/14/2015,10/14/2015,10,1,1062.149,1105.873,22.1,2399.028,1061.366,36.17,59.36,23.19,-57.437,1061.366,86.197,2180.252
42291102,10/14/2015,10/14/2015,10,2,1054.822,1091.575,22.1,2399.028,1054.659,39.69,73.77,34.08,-9.9305,1054.659,34.591,2158.639
42291111,10/14/2015,10/14/2015,11,1,1051.993,1075.289,22.1,2399.028,1061.568,48.51,48.27,-0.24,-27.741,1061.568,24.336,2116.326
42291112,10/14/2015,10/14/2015,11,2,1050.116,1062.292,22.1,2402.528,1053.658,44.27,46.21,1.94,-36.5215,1053.658,29.336,2092.945
42291121,10/14/2015,10/14/2015,12,1,1046.027,1052.661,22.1,2402.528,1068.667,42.54,39,-3.54,-43.781,1068.667,26.211,2102.194
42291122,10/14/2015,10/14/2015,12,2,1042.489,1055.547,22.1,2402.528,1066.616,40.78,39.25,-1.53,-52.3845,1066.616,26.211,2080.885
42291131,10/14/2015,10/14/2015,13,1,1044.12,1041.971,22.1,2402.528,1090.505,40.95,39.48,-1.47,-83.128,1090.505,26.211,2067.176
42291132,10/14/2015,10/14/2015,13,2,1047.39,1048.026,22.1,2402.528,1090.915,41.03,39.5,-1.53,-64.343,1090.915,26.211,2105.566
42291141,10/14/2015,10/14/2015,14,1,1051.856,1064.239,22.1,2239.184,1122.639,41,39.8,-1.2,-103.4735,1122.639,34.111,2106.553
42291142,10/14/2015,10/14/2015,14,2,1055.499,1061.39,22.1,2239.184,1126.165,40.85,39.17,-1.68,-92.433,1126.165,33.211,2133.886
42291151,10/14/2015,10/14/2015,15,1,1061.617,1089.536,22.1,2239.184,1132.59,40.63,41.61,0.98,-55.1785,1132.59,31.161,2217.145
42291152,10/14/2015,10/14/2015,15,2,1074.725,1116.052,22.1,2239.184,1148.582,40.41,39.82,-0.59,-85.5315,1148.582,38.927,2203.955
42291161,10/14/2015,10/14/2015,16,1,1087.557,1113.723,22.1,2235.684,1159.94,43.39,46.21,2.82,-78.4625,1159.94,38.601,2240.157
42291162,10/14/2015,10/14/2015,16,2,1100.611,1136.799,22.1,2235.684,1176.172,43.42,41.53,-1.89,-75.406,1176.172,38.24,2278.012
42291171,10/14/2015,10/14/2015,17,1,1116.848,1151.312,22.1,2235.684,1231.419,46.48,46.21,-0.27,-119.1595,1231.419,42.454,2309.427
42291172,10/14/2015,10/14/2015,17,2,1134.92,1168.613,22.1,2235.684,1257.09,71.24,65.66,-5.58,-149.882,1257.09,67.041,2348.498
42291181,10/14/2015,10/14/2015,18,1,1155.844,1191.527,22.1,2235.684,1277.055,75.23,89.97,14.74,-137.879,1277.055,68.355,2415.062
42291182,10/14/2015,10/14/2015,18,2,1189.822,1229.386,22.1,2235.684,1283.1,87.9,84.76,-3.14,-118.344,1283.1,68.14,2465.792
42291191,10/14/2015,10/14/2015,19,1,1201.977,1220.526,22.1,2235.684,1274.225,74.12,93.75,19.63,-125.815,1274.225,56.254,2409.328
42291192,10/14/2015,10/14/2015,19,2,1172.167,1190.009,22.1,2235.684,1253.047,67.94,84.36,16.42,-145.886,1253.047,56.944,2328.21
42291201,10/14/2015,10/14/2015,20,1,1140.235,1154.572,22.1,2235.684,1195.694,56.93,80.52,23.59,-90.902,1195.694,21.853,2253.29
42291202,10/14/2015,10/14/2015,20,2,1103.625,1119.817,22.1,2235.684,1130.837,55.48,71.1,15.62,-59.478,1130.837,25.054,2192.826
42291211,10/14/2015,10/14/2015,21,1,1063.338,1076.584,22.1,2235.684,1093.826,55.48,61.13,5.65,-70.3245,1093.826,25.054,2097.111
42291212,10/14/2015,10/14/2015,21,2,1015.979,1027.509,22.1,2235.684,1049.78,55.48,47.26,-8.22,-77.322,1049.78,25.054,1995.024
42291221,10/14/2015,10/14/2015,22,1,967.838,981.851,22.1,2121.268,938.523,70.26,68.26,-2,-24.781,938.523,43.117,1913.718
42291222,10/14/2015,10/14/2015,22,2,922.317,939.363,22.1,2124.768,900.138,41.14,53.21,12.07,-35.462,900.138,53.579,1836.51
42291231,10/14/2015,10/14/2015,23,1,882.765,904.72,22.1,2131.768,865.858,41.92,63.16,21.24,-31.4465,865.858,52.546,1773.915
42291232,10/14/2015,10/14/2015,23,2,853.413,876.258,22.1,2138.768,835.046,42.35,65.1,22.75,-37.166,835.046,59.546,1714.852
4229201,10/14/2015,10/15/2015,0,1,832.231,855.598,22.1,2142.268,791.359,42.53,71.09,28.56,-26.2925,791.359,76.939,1684.011
4229202,10/14/2015,10/15/2015,0,2,816.3,843.981,22.1,2145.768,775.445,42.47,75.58,33.11,-19.2865,775.445,76.405,1665.127
4229211,10/14/2015,10/15/2015,1,1,804.767,829.219,22.1,2149.268,765.144,42.47,76.31,33.84,-21.1055,765.144,71.406,1630.889
4229212,10/14/2015,10/15/2015,1,2,796.839,816.845,22.1,2152.768,755.272,42.47,54.25,11.78,-18.4385,755.272,71.406,1616.479
4229221,10/14/2015,10/15/2015,2,1,791.917,813.528,22.1,2152.768,757.778,42.47,47.69,5.22,-16.046,757.778,64.273,1612.01
4229222,10/14/2015,10/15/2015,2,2,789.948,811.389,22.1,2152.768,763.572,42.47,51.84,9.37,-23.057,763.572,65.34,1611.71
4229231,10/14/2015,10/15/2015,3,1,789.952,815.667,22.1,2152.768,750.302,42.47,64.2,21.73,-16.422,750.302,80.338,1628.436
4229232,10/14/2015,10/15/2015,3,2,791.756,820.973,22.1,2152.768,753.852,42.47,70.58,28.11,-18.5125,753.852,80.338,1631.355
4229241,10/14/2015,10/15/2015,4,1,797.59,830.265,22.1,2152.768,764.563,42.47,78.02,35.55,-9.7435,764.563,75.339,1660.317
4229242,10/14/2015,10/15/2015,4,2,813.329,848.102,22.1,2152.768,774.213,42.45,80.44,37.99,8.901,774.213,74.805,1715.838
4229251,10/14/2015,10/15/2015,5,1,840.055,880.48,22.1,2149.268,797.595,41.98,64.96,22.98,4.4985,797.595,78.339,1760.865
4229252,10/14/2015,10/15/2015,5,2,875.864,904.004,22.1,2145.768,832.61,47.64,63.18,15.54,6.6595,832.61,78.339,1835.217
4229261,10/14/2015,10/15/2015,6,1,934.553,964.648,22.1,2135.268,926.677,75.49,82.57,7.08,-12.4435,926.677,64.92,1958.307
4229262,10/14/2015,10/15/2015,6,2,1005.763,1007.281,22.1,2128.268,982.818,99.59,79.89,-19.7,-25.925,982.818,65.453,2044.692
4229271,10/14/2015,10/15/2015,7,1,1065.69,1058.431,22.1,2121.268,1080.486,76.7,100.9,24.2,-46.316,1080.486,15.053,2098.446
4229272,10/14/2015,10/15/2015,7,2,1102.838,1067.006,22.1,2117.768,1100.726,99.4,120,20.6,-58.976,1100.726,15.053,2113.606
4231381,11/5/2015,11/5/2015,8,1,1079.823,1061.927,24.1,2351.526,968.174,43.16,36.9,-6.26,76.8405,968.174,13.255,2116.539
4231382,11/5/2015,11/5/2015,8,2,1074.18,1059.205,24.1,2351.526,962.318,43.22,38,-5.22,79.545,962.318,13.255,2110.236
4231391,11/5/2015,11/5/2015,9,1,1068.958,1046.61,24.1,2351.526,957.195,43.34,37.96,-5.38,69.399,957.195,13.255,2079.698
4231392,11/5/2015,11/5/2015,9,2,1061.579,1031.801,24.1,2351.526,951.704,43.55,37.43,-6.12,64.315,951.704,13.255,2058.548
42313101,11/5/2015,11/5/2015,10,1,1056.966,1024.294,24.1,2351.526,947.413,43.83,37.83,-6,82.836,947.413,6.255,2073.008
42313102,11/5/2015,11/5/2015,10,2,1054.262,1021.686,24.1,2351.526,939.614,44.04,37.43,-6.61,60.6925,939.614,6.255,2013.123
42313111,11/5/2015,11/5/2015,11,1,1055.566,1007.833,24.1,2351.526,943.392,44.12,37.55,-6.57,62.461,943.392,6.255,2024.216
42313112,11/5/2015,11/5/2015,11,2,1057.315,1010.41,24.1,2355.026,945.817,42.21,37.46,-4.75,59.8765,945.817,6.255,2023.897
42313121,11/5/2015,11/5/2015,12,1,1056.683,1023.95,24.1,2355.026,950.336,39.23,37.32,-1.91,54.344,950.336,5.694,2020.748
42313122,11/5/2015,11/5/2015,12,2,1057.646,1011.107,24.1,2355.026,953.854,38.38,37.55,-0.83,40.1295,953.854,12.38,2012.727
42313131,11/5/2015,11/5/2015,13,1,1065.723,1021.289,24.1,2355.026,959.677,38.26,37.75,-0.51,64.329,959.677,12.38,2072.772
42313132,11/5/2015,11/5/2015,13,2,1074.105,1046.857,24.1,2355.026,962.716,38.1,37.54,-0.56,88.181,962.716,12.38,2126.554
42313141,11/5/2015,11/5/2015,14,1,1082.484,1062.775,24.1,2355.026,973.055,37.97,38.23,0.26,90.1915,973.055,12.38,2151.253
42313142,11/5/2015,11/5/2015,14,2,1089.302,1075.554,24.1,2355.026,980.938,38.38,37.6,-0.78,79.0315,980.938,20.051,2160.041
42313151,11/5/2015,11/5/2015,15,1,1096.299,1091.453,24.1,2355.026,991.105,39.19,36.84,-2.35,78.1915,991.105,19.233,2177.059
42313152,11/5/2015,11/5/2015,15,2,1108.741,1109.163,24.1,2355.026,996.527,39.23,38.64,-0.59,99.385,996.527,16.227,2224.278
42313161,11/5/2015,11/5/2015,16,1,1119.003,1126.241,24.1,2351.526,998.221,40.74,38.49,-2.25,115.6665,998.221,18.865,2265.505
42313162,11/5/2015,11/5/2015,16,2,1124.252,1140.276,24.1,2351.526,1002.467,41.07,41.32,0.25,122.467,1002.467,18.546,2286.96
42313171,11/5/2015,11/5/2015,17,1,1129.398,1160.086,24.1,2351.526,1018.814,41.27,45.26,3.99,134.8325,1018.814,18.717,2344.727
42313172,11/5/2015,11/5/2015,17,2,1136.035,1182.813,24.1,2351.526,1038.697,45.57,39.4,-6.17,86.2395,1038.697,60.694,2371.261
42313181,11/5/2015,11/5/2015,18,1,1144.524,1188.823,24.1,2351.526,1053.483,45.57,60.55,14.98,100.611,1053.483,45.161,2398.51
42313182,11/5/2015,11/5/2015,18,2,1160.683,1219.389,24.1,2351.526,1061.83,45.57,70.13,24.56,121.5645,1061.83,45.161,2457.111
42313191,11/5/2015,11/5/2015,19,1,1177.465,1238.743,24.1,2351.526,1057.801,45.57,83.58,38.01,120.5505,1057.801,45.161,2447.025
42313192,11/5/2015,11/5/2015,19,2,1169.348,1223.048,24.1,2351.526,1044.744,45.57,65.56,19.99,111.8565,1044.744,44.628,2402.457
42313201,11/5/2015,11/5/2015,20,1,1138.943,1185.337,24.1,2351.526,993.043,40.96,58.24,17.28,165.4335,993.043,11.955,2340.863
42313202,11/5/2015,11/5/2015,20,2,1100.876,1159.148,24.1,2351.526,965.266,39.99,43.58,3.59,165.2045,965.266,11.455,2283.851
42313211,11/5/2015,11/5/2015,21,1,1054.619,1101.079,24.1,2351.526,926.111,39.23,38.97,-0.26,137.5925,926.111,10.161,2147.729
42313212,11/5/2015,11/5/2015,21,2,1003.655,1050.804,24.1,2351.526,880.999,36.69,38.42,1.73,140.359,880.999,5.161,2053.038
42313221,11/5/2015,11/5/2015,22,1,960.264,1005.552,24.1,2355.026,804.615,36.69,38.79,2.1,169.7975,804.615,5.161,1959.147
42313222,11/5/2015,11/5/2015,22,2,919.071,962.069,24.1,2358.526,761.592,33.19,37.46,4.27,170.0845,761.592,6.95,1877.253
42313231,11/5/2015,11/5/2015,23,1,883.466,927.638,24.1,2365.526,725.188,33.08,37.36,4.28,178.2705,725.188,12.205,1831.327
42313232,11/5/2015,11/5/2015,23,2,856.873,902.13,24.1,2372.526,707.383,33.08,37.21,4.13,170.289,707.383,9.216,1773.776
4231401,11/5/2015,11/6/2015,0,1,837.706,884.52,24.1,2467.16,694.438,33.08,37.24,4.16,172.2495,694.438,9.75,1752.875
4231402,11/5/2015,11/6/2015,0,2,823.617,871.004,24.1,2470.66,685.966,33.08,37.42,4.34,163.9,685.966,10.283,1720.298
4231411,11/5/2015,11/6/2015,1,1,813.332,861.751,24.1,2474.16,678.021,33.08,37.42,4.34,164.3315,678.021,10.283,1705.271
4231412,11/5/2015,11/6/2015,1,2,806.382,850.833,24.1,2477.66,670.92,33.08,37.42,4.34,161.622,670.92,10.283,1685.65
4231421,11/5/2015,11/6/2015,2,1,802.183,844.771,24.1,2477.66,660.244,33.08,37.42,4.34,172.1685,660.244,12.691,1690.207
4231422,11/5/2015,11/6/2015,2,2,800.288,844.546,24.1,2477.66,658.501,31.13,37.42,6.29,173.866,658.501,13.29,1691.314
4231431,11/5/2015,11/6/2015,3,1,799.473,845.07,24.1,2477.66,659.526,33.08,37.42,4.34,169.6985,659.526,12.088,1682.625
4231432,11/5/2015,11/6/2015,3,2,801.433,846.407,24.1,2477.66,659.341,33.08,37.42,4.34,174.23,659.341,11.349,1689.84
4231441,11/5/2015,11/6/2015,4,1,808.239,850.843,24.1,2477.66,662.927,33.08,37.42,4.34,176.5085,662.927,11.882,1702.635
